#game_date	Longitude	Latitude	Goals	Accumulated Goals
2009-09-19	2.122802	41.380870	2	136
2009-09-22	-3.793333	43.476389	2	138
2009-09-29	2.122802	41.380870	1	139
2009-10-25	2.122802	41.380870	1	140
2009-11-07	2.122802	41.380870	1	141
2009-11-10	2.122802	41.380870	1	142
2009-11-14	-3.720606	40.401719	1	143
2009-12-05	-8.417516	43.368714	2	145
2009-12-09	30.521778	50.433483	1	146
2009-12-16	54.452153	24.409652	1	147
2009-12-19	54.452153	24.409652	1	148
2010-01-10	-16.256332	28.457832	3	151
2010-01-16	2.122802	41.380870	2	153
2010-01-23	-4.761111	41.644444	1	154
2010-02-06	2.122802	41.380870	1	155
2010-02-27	2.122802	41.380870	1	156
2010-03-06	-2.435278	36.840000	2	158
2010-03-14	2.122802	41.380870	3	161
2010-03-17	2.122802	41.380870	2	163
2010-03-21	-0.901822	41.636592	3	166
2010-04-03	2.122802	41.380870	1	167
2010-04-06	2.122802	41.380870	4	171
2010-04-10	-3.688350	40.453060	1	172
2010-05-01	-0.103611	39.944167	2	174
2010-05-04	2.122802	41.380870	2	176
2010-05-08	-5.970500	37.384000	1	177
2010-05-16	2.122802	41.380870	2	179
2010-08-04	126.891746	37.567598	2	181
2010-08-21	2.122802	41.380870	3	184
2010-08-29	-3.793333	43.476389	1	185
2010-09-07	-58.449444	-34.545278	1	186
2010-09-14	2.122802	41.380870	2	188
2010-09-19	-3.720606	40.401719	1	189
2010-10-03	2.122802	41.380870	1	190
2010-10-20	2.122802	41.380870	2	192
2010-10-23	-0.901822	41.636592	2	194
2010-10-30	2.122802	41.380870	2	196
2010-11-02	12.569986	55.701479	1	197
2010-11-07	-3.714722	40.325556	1	198
2010-11-10	2.122802	41.380870	1	199
2010-11-13	2.122802	41.380870	2	201
2010-11-17	51.442178	25.258197	1	202
2010-11-20	-2.435278	36.840000	3	205
2010-11-24	23.785910	38.034988	1	206
2010-12-04	-1.636944	42.796667	2	208
2010-12-12	2.122802	41.380870	2	210
2011-01-08	-8.417516	43.368714	1	211
2011-01-12	2.122802	41.380870	3	214
2011-01-19	-5.981389	37.356389	1	215
2011-01-22	2.122802	41.380870	1	216
2011-01-26	2.122802	41.380870	2	218
2011-01-29	-0.488831	38.354332	2	220
2011-02-05	2.122802	41.380870	3	223
2011-02-09	6.123125	46.173374	1	224
2011-02-20	2.122802	41.380870	1	225
2011-02-26	2.630000	39.590000	1	226
2011-03-02	-0.358361	39.474656	1	227
2011-03-08	2.122802	41.380870	2	229
2011-04-09	2.122802	41.380870	2	231
2011-04-12	37.810146	48.020981	1	232
2011-04-16	-3.688350	40.453060	1	233
2011-04-23	2.122802	41.380870	1	234
2011-04-27	-3.688350	40.453060	2	236
2011-05-28	-0.279444	51.555556	1	237
2011-06-20	-58.449444	-34.545278	1	238
2011-08-14	-3.688350	40.453060	1	239
2011-08-17	2.122802	41.380870	2	241
2011-08-22	2.122802	41.380870	2	243
2011-08-26	7.409367	43.723227	1	244
2011-08-29	2.122802	41.380870	2	246
2011-09-17	2.122802	41.380870	3	249
2011-09-24	2.122802	41.380870	3	252
2011-09-28	37.555831	55.788164	2	254
2011-10-08	-58.449444	-34.545278	1	255
2011-10-15	2.122802	41.380870	2	257
2011-10-29	2.122802	41.380870	3	260
2011-11-01	14.469665	50.067166	3	263
2011-11-06	-2.942365	43.258102	1	264
2011-11-15	-74.800430	10.922780	1	265
2011-11-19	2.122802	41.380870	1	266
2011-11-23	9.121190	45.473480	1	267
2011-11-29	2.122802	41.380870	1	268
2011-12-03	2.122802	41.380870	1	269
2011-12-18	139.603746	35.506025	2	271
2012-01-04	2.122802	41.380870	2	273
2012-01-15	2.122802	41.380870	2	275
2012-01-22	-4.426422	36.734092	3	278
2012-02-04	2.122802	41.380870	1	279
2012-02-14	7.002206	51.038256	1	280
2012-02-19	2.122802	41.380870	4	284
2012-02-26	-3.720606	40.401719	1	285
2012-02-29	7.458898	46.957896	3	288
2012-03-07	2.122802	41.380870	5	293
2012-03-11	-3.793333	43.476389	2	295
2012-03-17	-5.970500	37.384000	1	296
2012-03-20	2.122802	41.380870	3	299
2012-03-24	2.630000	39.590000	1	300
2012-03-31	2.122802	41.380870	1	301
2012-04-03	2.122802	41.380870	2	303
2012-04-07	-0.901822	41.636592	2	305
2012-04-10	2.122802	41.380870	1	306
2012-04-14	-0.364167	39.494722	2	308
2012-04-29	-3.658961	40.391944	2	310
2012-05-02	2.122802	41.380870	3	313
2012-05-05	2.122802	41.380870	4	317
2012-05-25	-3.720606	40.401719	1	318
2012-06-03	-58.449444	-34.545278	1	319
2012-06-09	-74.071333	40.808163	3	322
2012-07-28	-5.858105	35.741211	3	325
2012-08-04	2.253056	48.841389	1	326
2012-08-11	26.152508	44.437208	1	327
2012-08-15	8.645458	50.068572	1	328
2012-08-19	2.122802	41.380870	2	330
2012-08-23	2.122802	41.380870	1	331
2012-08-26	-1.636944	42.796667	2	333
2012-08-29	-3.688350	40.453060	1	334
2012-09-08	-64.241079	-31.368039	1	335
2012-09-15	-3.714722	40.325556	2	337
2012-09-19	2.122802	41.380870	2	339
2012-10-07	2.122802	41.380870	2	341
2012-10-13	-68.874660	-32.887068	2	343
2012-10-17	-70.606331	-33.458665	1	344
2012-10-20	-8.417516	43.368714	3	347
2012-10-27	-3.658961	40.391944	2	349
2012-11-07	-4.205589	55.849711	1	350
2012-11-11	2.630000	39.590000	2	352
2012-11-17	2.122802	41.380870	2	354
2012-11-20	37.552164	55.709330	2	356
2012-11-25	-0.364167	39.494722	2	358
2012-12-01	2.122802	41.380870	2	360
2012-12-09	-5.981389	37.356389	2	362
2012-12-12	-4.758782	37.870040	2	364
2012-12-16	2.122802	41.380870	2	366
2012-12-22	-4.761111	41.644444	1	367
2013-01-06	2.122802	41.380870	1	368
2013-01-13	-4.426422	36.734092	1	369
2013-01-16	2.122802	41.380870	1	370
2013-01-19	-1.973617	43.301378	1	371
2013-01-24	-4.426422	36.734092	1	372
2013-01-27	2.122802	41.380870	4	376
2013-02-03	-0.358361	39.474656	1	377
2013-02-10	2.122802	41.380870	1	378
2013-02-16	-3.595736	37.152967	2	380
2013-02-23	2.122802	41.380870	1	381
2013-03-02	-3.688350	40.453060	1	382
2013-03-09	2.122802	41.380870	1	383
2013-03-12	2.122802	41.380870	2	385
2013-03-17	2.122802	41.380870	2	387
2013-03-23	-58.449444	-34.545278	1	388
2013-03-30	-8.739711	42.211842	1	389
2013-04-02	2.253056	48.841389	1	390
2013-04-27	-2.942365	43.258102	1	391
2013-05-05	2.122802	41.380870	2	393
2013-06-15	-90.506291	14.622123	3	396
2013-07-27	10.734333	59.949000	1	397
2013-07-30	18.640278	54.390000	1	398
2013-08-02	2.122802	41.380870	1	399
2013-08-07	100.622167	13.755417	2	401
2013-08-18	2.122802	41.380870	2	403
2013-09-01	-0.358361	39.474656	3	406
2013-09-11	-57.654426	-25.288576	2	408
2013-09-14	2.122802	41.380870	1	409
2013-09-18	2.122802	41.380870	3	412
2013-09-24	2.122802	41.380870	1	413
2013-09-28	-2.435278	36.840000	1	414
2013-10-22	9.121190	45.473480	1	415
2013-11-06	2.122802	41.380870	2	417
2014-01-08	2.122802	41.380870	2	419
2014-01-16	-3.714722	40.325556	2	421
2014-02-01	2.122802	41.380870	1	422
2014-02-09	-5.970500	37.384000	2	424
2014-02-12	-1.973617	43.301378	1	425
2014-02-15	2.122802	41.380870	2	427
2014-02-18	-2.200292	53.482989	1	428
2014-02-22	-1.973617	43.301378	1	429
2014-03-02	2.122802	41.380870	1	430
2014-03-12	2.122802	41.380870	1	431
2014-03-16	2.122802	41.380870	3	434
2014-03-23	-3.688350	40.453060	3	437
2014-03-26	2.122802	41.380870	1	438
2014-03-29	2.075667	41.347861	1	439
2014-04-05	2.122802	41.380870	2	441
2014-04-20	2.122802	41.380870	1	442
2014-04-27	-0.103611	39.944167	1	443
2014-05-03	2.122802	41.380870	1	444
2014-06-07	-57.986746	-34.908246	1	445
2014-06-16	-43.224764	-22.907296	1	446
2014-06-21	-43.969163	-19.859497	1	447
2014-06-25	-51.234984	-30.059368	2	449
2014-08-18	2.122802	41.380870	1	450
2014-08-24	2.122802	41.380870	2	452
2014-09-21	-0.364167	39.494722	1	453
2014-09-27	2.122802	41.380870	2	455
2014-09-30	2.253056	48.841389	1	456
2014-10-04	-3.658961	40.391944	1	457
2014-10-14	114.186399	22.270382	2	459
2014-10-18	2.122802	41.380870	1	460
2014-10-21	2.122802	41.380870	1	461
2014-11-05	4.938496	52.308499	2	463
2014-11-12	0.039444	51.531944	1	464
2014-11-22	2.122802	41.380870	3	467
2014-11-25	33.308665	35.140999	3	470
2014-12-07	2.122802	41.380870	3	473
2014-12-10	2.122802	41.380870	1	474
2014-12-20	2.122802	41.380870	2	476
2015-01-08	2.122802	41.380870	1	477
2015-01-11	2.122802	41.380870	1	478
2015-01-18	-8.417516	43.368714	3	481
2015-01-21	2.122802	41.380870	1	482
2015-01-24	-0.663333	38.266944	2	484
2015-02-01	2.122802	41.380870	1	485
2015-02-08	-2.950366	43.264284	1	486
2015-02-11	2.122802	41.380870	1	487
2015-02-15	2.122802	41.380870	3	490
2015-02-28	-3.595736	37.152967	1	491
2015-03-08	2.122802	41.380870	3	494
2015-03-14	-2.475803	43.181706	2	496
2015-04-08	2.122802	41.380870	1	497
2015-04-11	-5.970500	37.384000	1	498
2015-04-18	2.122802	41.380870	1	499
2015-04-25	2.075667	41.347861	1	500
2015-04-28	2.122802	41.380870	2	502
2015-05-02	-4.758782	37.870040	2	504
2015-05-06	2.122802	41.380870	2	506
2015-05-17	-3.720606	40.401719	1	507
2015-05-23	2.122802	41.380870	2	509
2015-05-30	2.122802	41.380870	2	511
2015-06-13	-71.251166	-29.906663	1	512
2015-08-05	2.122802	41.380870	1	513
2015-08-11	44.787187	41.720469	2	515
2015-08-17	2.122802	41.380870	1	516
2015-09-04	-95.349999	29.749997	2	518
2015-09-08	-97.089000	32.741997	1	519
2015-09-12	-3.720606	40.401719	1	520
2015-09-20	2.122802	41.380870	2	522
2015-11-24	2.122802	41.380870	2	524
2015-11-28	2.122802	41.380870	1	525
2015-12-09	7.002206	51.038256	1	526
2015-12-12	2.122802	41.380870	1	527
2015-12-20	139.603746	35.506025	1	528
2015-12-30	2.122802	41.380870	1	529
2016-01-06	2.122802	41.380870	2	531
2016-01-09	2.122802	41.380870	3	534
2016-01-17	2.122802	41.380870	1	535
2016-01-23	-4.426422	36.734092	1	536
2016-01-30	2.122802	41.380870	1	537
2016-02-03	2.122802	41.380870	3	540
2016-02-14	2.122802	41.380870	1	541
2016-02-17	-5.637222	43.536111	2	543
2016-02-23	-0.108611	51.555000	2	545
2016-02-28	2.122802	41.380870	1	546
2016-03-03	-3.658961	40.391944	3	549
2016-03-06	-2.475803	43.181706	2	551
2016-03-12	2.122802	41.380870	1	552
2016-03-16	2.122802	41.380870	1	553
2016-03-29	-64.241079	-31.368039	1	554
2016-04-17	2.122802	41.380870	1	555
2016-04-20	-8.417516	43.368714	1	556
2016-04-23	2.122802	41.380870	1	557
2016-05-08	2.122802	41.380870	1	558
2016-06-10	-87.616664	41.857497	3	561
2016-06-18	-71.264460	42.091250	1	562
2016-06-21	-95.403332	29.675331	1	563
2016-08-10	2.122802	41.380870	2	565
2016-08-17	2.122802	41.380870	1	566
2016-08-20	2.122802	41.380870	2	568
2016-09-01	-68.874660	-32.887068	1	569
2016-09-13	2.122802	41.380870	3	572
2016-09-17	-3.760700	40.340400	2	574
2016-10-15	2.122802	41.380870	1	575
2016-10-19	2.122802	41.380870	3	578
2016-10-22	-0.358361	39.474656	2	580
2016-11-01	-2.200292	53.482989	1	581
2016-11-06	-5.970500	37.384000	1	582
2016-11-15	-68.527479	-31.611946	1	583
2016-11-23	-4.205589	55.849711	2	585
2016-11-27	-1.973617	43.301378	1	586
2016-12-06	2.122802	41.380870	1	587
2016-12-10	-1.636944	42.796667	2	589
2016-12-13	51.440562	25.344740	1	590
2016-12-18	2.122802	41.380870	1	591
2017-01-05	-2.950366	43.264284	1	592
2017-01-08	-0.100000	39.933330	1	593
2017-01-11	2.122802	41.380870	1	594
2017-01-14	2.122802	41.380870	1	595
2017-01-22	-2.475803	43.181706	1	596
2017-01-26	2.122802	41.380870	1	597
2017-02-01	-3.720606	40.401719	1	598
2017-02-04	2.122802	41.380870	1	599
2017-02-11	-2.686157	42.835597	1	600
2017-02-19	2.122802	41.380870	2	602
2017-02-26	-3.720606	40.401719	1	603
2017-03-01	2.122802	41.380870	1	604
2017-03-04	2.122802	41.380870	2	606
2017-03-08	2.122802	41.380870	1	607
2017-03-19	2.122802	41.380870	2	609
2017-03-23	-58.449444	-34.545278	1	610
2017-04-05	2.122802	41.380870	2	612
2017-04-15	2.122802	41.380870	2	614
2017-04-23	-3.688350	40.453060	2	616
2017-04-26	2.122802	41.380870	2	618
2017-05-06	2.122802	41.380870	2	620
2017-05-21	2.122802	41.380870	2	622
2017-05-27	-3.720606	40.401719	1	623
2017-07-29	-80.238889	25.958056	1	624
2017-08-07	2.122802	41.380870	1	625
2017-08-13	2.122802	41.380870	1	626
2017-08-26	-2.686157	42.835597	2	628
2017-09-09	2.122802	41.380870	3	631
2017-09-12	2.122802	41.380870	2	633
2017-09-19	2.122802	41.380870	4	637
2017-10-01	2.122802	41.380870	2	639
2017-10-10	-78.472615	-0.173183	3	642
2017-10-18	2.122802	41.380870	1	643
2017-10-28	-2.950366	43.264284	1	644
2017-12-02	2.122802	41.380870	1	645
2017-12-10	-0.100000	39.933330	1	646
2017-12-23	-3.688350	40.453060	1	647
2018-01-07	2.122802	41.380870	1	648
2018-01-11	2.122802	41.380870	2	650
2018-01-14	-1.973617	43.301378	1	651
2018-01-21	-5.981389	37.356389	2	653
2018-01-25	2.122802	41.380870	1	654
2018-01-28	2.122802	41.380870	1	655
2018-02-20	-0.191111	51.481667	1	656
2018-02-24	2.122802	41.380870	2	658
2018-03-01	-15.453998	28.100000	1	659
2018-03-04	2.122802	41.380870	1	660
2018-03-14	2.122802	41.380870	2	662
2018-03-18	2.122802	41.380870	1	663
2018-03-31	-5.970500	37.384000	1	664
2018-04-07	2.122802	41.380870	3	667
2018-04-21	-3.716147	40.447527	1	668
2018-04-29	-8.417516	43.368714	3	671
2018-05-06	2.122802	41.380870	1	672
2018-05-09	2.122802	41.380870	1	673
2018-05-29	-58.358789	-34.634721	3	676
2018-06-26	30.218986	59.970434	1	677
2018-08-15	2.122802	41.380870	1	678
2018-08-18	2.122802	41.380870	2	680
2018-09-02	2.122802	41.380870	2	682
2018-09-18	2.122802	41.380870	3	685
2018-09-23	2.122802	41.380870	1	686
2018-10-03	-0.279444	51.555556	2	688
2018-10-07	-0.358361	39.474656	1	689
2018-10-20	2.122802	41.380870	1	690
2018-11-11	2.122802	41.380870	2	692
2018-11-28	5.467130	51.438400	1	693
2018-12-08	2.075667	41.347861	2	695
2018-12-16	-0.364167	39.494722	3	698
2018-12-22	2.122802	41.380870	1	699
2019-01-06	-3.714722	40.325556	1	700
2019-01-13	2.122802	41.380870	1	701
2019-01-17	2.122802	41.380870	1	702
2019-01-20	2.122802	41.380870	1	703
2019-01-27	2.823830	41.956830	1	704
2019-01-30	2.122802	41.380870	1	705
2019-02-02	2.122802	41.380870	2	707
2019-02-16	2.122802	41.380870	1	708
2019-02-23	-5.970500	37.384000	3	711
2019-03-09	2.122802	41.380870	1	712
2019-03-13	2.122802	41.380870	2	714
2019-03-17	-5.981389	37.356389	3	717
2019-03-30	2.122802	41.380870	2	719
2019-04-02	-0.100000	39.933330	1	720
2019-04-06	2.122802	41.380870	1	721
2019-04-16	2.122802	41.380870	2	723
2019-04-27	2.122802	41.380870	1	724
2019-05-01	2.122802	41.380870	2	726
2019-05-19	-2.475803	43.181706	2	728
2019-05-25	-5.981389	37.356389	1	729
2019-06-08	-68.527479	-31.611946	2	731
2019-06-19	-43.969163	-19.859497	1	732
2019-10-06	2.122802	41.380870	1	733
2019-10-19	-2.475803	43.181706	1	734
2019-10-23	14.471667	50.067500	1	735
2019-10-29	2.122802	41.380870	2	737
2019-11-02	-0.364167	39.494722	1	738
2019-11-09	2.122802	41.380870	3	741
2019-11-15	46.836872	24.786254	1	742
2019-11-18	34.756860	32.051036	1	743
2019-11-27	2.122802	41.380870	1	744
2019-12-01	-3.716147	40.447527	1	745
2019-12-07	2.122802	41.380870	3	748
2019-12-21	2.122802	41.380870	1	749
2020-01-09	39.122166	22.090000	1	750
2020-01-19	2.122802	41.380870	1	751
2020-01-30	2.122802	41.380870	2	753
2020-02-22	2.122802	41.380870	4	757
2020-03-07	2.122802	41.380870	1	758
2020-06-13	2.630000	39.590000	1	759
2020-06-16	2.122802	41.380870	1	760
2020-06-30	2.122802	41.380870	1	761
2020-07-16	2.122802	41.380870	1	762
2020-07-19	-2.686157	42.835597	2	764
2020-08-08	2.122802	41.380870	1	765
2020-09-27	2.122802	41.380870	1	766
2020-10-09	-58.358789	-34.634721	1	767
2020-10-20	2.122802	41.380870	1	768
2020-10-28	7.637997	45.105666	1	769
2020-11-04	2.122802	41.380870	1	770
2020-11-07	2.122802	41.380870	2	772
2020-11-29	2.122802	41.380870	1	773
2020-12-13	2.122802	41.380870	1	774
2020-12-19	2.122802	41.380870	1	775
2020-12-22	-4.761111	41.644444	1	776
2021-01-06	-2.950366	43.264284	2	778
2021-01-09	-3.595736	37.152967	2	780
2021-01-27	-3.658961	40.391944	1	781
2021-01-31	2.122802	41.380870	1	782
2021-02-07	-5.981389	37.356389	1	783
2021-02-13	2.122802	41.380870	2	785
2021-02-16	2.122802	41.380870	1	786
2021-02-21	2.122802	41.380870	1	787
2021-02-24	2.122802	41.380870	2	789
2021-02-27	-5.970500	37.384000	1	790
2021-03-10	2.253056	48.841389	1	791
2021-03-15	2.122802	41.380870	2	793
2021-03-21	-1.973617	43.301378	2	795
2021-04-17	-6.002738	37.417007	2	797
2021-04-22	2.122802	41.380870	2	799
2021-04-29	2.122802	41.380870	1	800
2021-05-02	-0.358361	39.474656	2	802
2021-05-11	-0.364167	39.494722	1	803
2021-05-16	2.122802	41.380870	1	804
2021-06-04	-64.269583	-27.765778	1	805
2021-06-14	-43.292269	-22.893172	1	806
2021-06-28	-56.120556	-15.603056	2	808
2021-07-03	-49.262500	-16.670833	1	809
2021-09-09	-58.449444	-34.545278	3	812
2021-09-28	2.253056	48.841389	1	813
2021-10-10	-58.449444	-34.545278	1	814
2021-10-19	2.253056	48.841389	2	816
2021-11-20	2.253056	48.841389	1	817
2021-12-07	2.253056	48.841389	2	819
2022-02-06	3.130400	50.611900	1	820
2022-03-26	-58.358789	-34.634721	1	821
2022-04-03	2.253056	48.841389	1	822
2022-04-23	2.253056	48.841389	1	823
2022-05-14	3.811944	43.622222	2	825
2022-06-05	-1.636944	42.796667	5	830
2022-07-20	139.714500	35.677806	1	831
2022-07-25	135.538228	34.802808	1	832
2022-07-31	34.756860	32.051036	1	833
2022-08-06	3.121651	45.815820	2	835
2022-08-21	3.130400	50.611900	1	836
2022-09-14	34.965167	32.783111	1	837
2022-09-18	4.981944	45.765278	1	838
2022-09-23	-80.238889	25.958056	2	840
2022-09-27	-74.150278	40.736667	2	842
2022-10-01	2.253056	48.841389	1	843
2022-10-05	-9.184700	38.752700	1	844
2022-10-21	8.776725	41.931081	1	845
2022-10-25	2.253056	48.841389	2	847
2022-10-29	2.253056	48.841389	1	848
2022-11-16	54.392019	24.452764	1	849
2022-11-22	51.490389	25.420861	1	850
2022-11-26	51.490389	25.420861	1	851
2022-12-03	51.342273	25.329640	1	852
2022-12-09	51.490389	25.420861	1	853
2022-12-13	51.490389	25.420861	1	854
2022-12-18	51.490389	25.420861	2	856
2023-01-11	2.253056	48.841389	1	857
2023-01-19	46.836872	24.786254	1	858
2023-02-01	3.811944	43.622222	1	859
2023-02-04	2.253056	48.841389	1	860
2023-02-19	2.253056	48.841389	1	861
2023-02-26	5.395833	43.269722	1	862
2023-03-04	2.253056	48.841389	1	863
2023-03-24	-58.449444	-34.545278	1	864
2023-03-28	-64.269583	-27.765778	3	867
2023-04-08	7.192583	43.705139	1	868
2023-04-15	2.253056	48.841389	1	869
2023-05-27	7.754969	48.560064	1	870
